ssyk4,year_month,n_ads,n_vacancies
7531,2024-10,15,15
7531,2024-11,14,15
7531,2024-12,11,12
7531,2025-01,14,15
7531,2025-02,8,10
7531,2025-03,25,30
7531,2025-04,14,19
7531,2025-05,18,19
7531,2025-06,6,8
7531,2025-07,5,7
7531,2025-08,11,12
7531,2025-09,15,16
7531,2025-10,11,16
7531,2025-11,9,9
7531,2025-12,9,9
7531,2026-01,3,3
7531,2026-02,2,2
7532,2020-01,3,4
7532,2020-02,3,3
7532,2020-03,4,4
7532,2020-04,1,5
7532,2020-06,1,2
7532,2020-07,1,1
7532,2020-10,1,1
7532,2020-12,2,2
7532,2021-01,1,1
7532,2021-02,3,3
7532,2021-04,1,1
7532,2021-05,4,4
7532,2021-06,1,1
7532,2021-07,1,1
7532,2021-08,1,1
7532,2021-09,1,2
7532,2021-10,3,3
7532,2021-11,2,2
7532,2021-12,1,1
7532,2022-02,3,5
7532,2022-03,2,4
7532,2022-04,2,3
7532,2022-05,1,1
7532,2022-07,1,1
7532,2022-10,1,1
7532,2022-11,1,1
7532,2023-03,1,1
7532,2023-04,1,1
7532,2023-05,1,2
7532,2023-07,1,1
7532,2023-08,2,4
7532,2024-01,1,1
7532,2024-04,1,1
7532,2024-05,1,1
7532,2024-06,1,1
7532,2024-07,3,3
7532,2024-10,2,6
7532,2024-11,1,1
7532,2025-01,1,1
7532,2025-02,2,2
7532,2025-03,5,5
7532,2025-05,2,3
7532,2025-07,1,1
7532,2025-10,2,2
7532,2025-11,2,2
7532,2026-02,2,2
7533,2020-01,4,17
7533,2020-02,4,5
7533,2020-03,6,6
7533,2020-04,2,2
7533,2020-05,4,4
7533,2020-07,1,1
7533,2020-08,3,3
7533,2020-09,4,5
7533,2020-10,3,3
7533,2020-11,10,10
7533,2021-01,3,3
7533,2021-02,4,5
7533,2021-03,10,10
7533,2021-04,9,23
7533,2021-05,4,9
7533,2021-06,16,22
7533,2021-07,2,2
7533,2021-08,15,15
7533,2021-09,18,39
7533,2021-10,6,7
7533,2021-11,1,1
7533,2021-12,13,13
7533,2022-01,23,26
7533,2022-02,23,27
7533,2022-03,13,14
7533,2022-04,19,21
7533,2022-05,23,24
7533,2022-06,15,17
7533,2022-07,15,15
7533,2022-08,18,20
7533,2022-09,16,22
7533,2022-10,12,13
7533,2022-11,19,20
7533,2022-12,8,12
7533,2023-01,10,17
7533,2023-02,3,9
7533,2023-03,55,256
7533,2023-04,14,58
7533,2023-05,4,4
7533,2023-06,3,4
7533,2023-07,1,2
7533,2023-09,7,15
7533,2023-10,5,5
7533,2023-11,3,3
7533,2023-12,3,7
7533,2024-01,2,2
7533,2024-02,1,1
7533,2024-03,3,4
7533,2024-05,3,3
7533,2024-06,5,9
7533,2024-07,2,2
7533,2024-08,2,2
7533,2024-09,6,8
7533,2024-10,7,10
7533,2024-11,16,20
7533,2024-12,4,7
7533,2025-01,6,10
7533,2025-02,9,10
7533,2025-03,9,14
7533,2025-04,3,4
7533,2025-05,5,7
7533,2025-06,3,3
7533,2025-08,11,13
7533,2025-09,3,3
7533,2025-10,7,9
7533,2025-11,1,1
7533,2025-12,7,15
7533,2026-01,3,4
7533,2026-02,3,4
7534,2020-01,2,2
7534,2020-02,1,1
7534,2020-03,1,1
7534,2020-04,3,3
7534,2020-06,1,1
7534,2020-08,2,2
7534,2020-09,2,2
7534,2020-10,4,5
7534,2020-11,1,1
7534,2020-12,3,3
7534,2021-01,3,4
7534,2021-02,1,1
7534,2021-03,1,1
7534,2021-04,4,4
7534,2021-05,3,4
7534,2021-06,5,5
7534,2021-08,1,1
7534,2021-09,2,2
7534,2021-10,2,2
7534,2021-11,3,4
7534,2021-12,2,2
7534,2022-01,1,1
7534,2022-02,1,1
7534,2022-03,3,4
7534,2022-04,4,5
7534,2022-05,4,4
7534,2022-06,3,5
7534,2022-07,1,1
7534,2022-08,3,3
7534,2022-09,3,3
7534,2022-11,3,3
7534,2022-12,2,2
7534,2023-01,5,10
7534,2023-02,4,4
7534,2023-03,3,3
7534,2023-04,2,2
7534,2023-05,3,3
7534,2023-06,4,4
7534,2023-07,1,1
7534,2023-08,3,4
7534,2023-09,5,8
7534,2023-10,3,3
7534,2023-11,4,6
7534,2023-12,2,7
7534,2024-01,2,2
7534,2024-02,2,2
7534,2024-03,2,2
7534,2024-04,6,8
7534,2024-05,4,5
7534,2024-06,5,5
7534,2024-07,4,4
7534,2024-08,3,5
7534,2024-09,1,1
7534,2024-10,2,3
7534,2024-11,4,6
7534,2024-12,3,3
7534,2025-01,5,5
7534,2025-03,2,2
7534,2025-04,1,3
7534,2025-05,1,1
7534,2025-06,2,2
7534,2025-07,1,1
7534,2025-09,2,2
7534,2025-10,2,2
7534,2025-11,2,3
7534,2025-12,1,1
7534,2026-01,3,3
7534,2026-02,1,1
7611,2020-01,16,35
7611,2020-02,14,41
7611,2020-03,10,17
7611,2020-04,9,27
7611,2020-05,10,22
7611,2020-06,13,18
7611,2020-07,13,36
7611,2020-08,13,53
7611,2020-09,10,32
7611,2020-10,10,19
7611,2020-11,9,39
7611,2020-12,9,38
7611,2021-01,16,91
7611,2021-02,13,93
7611,2021-03,21,74
7611,2021-04,16,54
7611,2021-05,19,37
7611,2021-06,10,32
7611,2021-07,27,93
7611,2021-08,15,49
7611,2021-09,21,64
7611,2021-10,19,66
7611,2021-11,15,52
7611,2021-12,13,42
7611,2022-01,13,52
7611,2022-02,16,91
7611,2022-03,17,158
7611,2022-04,18,84
7611,2022-05,16,51
7611,2022-06,6,25
7611,2022-07,9,10
7611,2022-08,16,38
7611,2022-09,12,67
7611,2022-10,13,59
7611,2022-11,14,37
7611,2022-12,5,5
7611,2023-01,7,40
7611,2023-02,18,120
7611,2023-03,21,75
7611,2023-04,21,65
7611,2023-05,14,40
7611,2023-06,11,22
7611,2023-07,4,10
7611,2023-08,17,56
7611,2023-09,12,44
7611,2023-10,13,40
7611,2023-11,10,26
7611,2023-12,5,13
7611,2024-01,15,76
7611,2024-02,8,33
7611,2024-03,22,83
7611,2024-04,20,29
7611,2024-05,11,16
7611,2024-06,10,10
7611,2024-07,8,14
7611,2024-08,4,17
7611,2024-09,11,36
7611,2024-10,9,22
7611,2024-11,4,52
7611,2024-12,10,33
7611,2025-01,10,28
7611,2025-02,19,42
7611,2025-03,15,60
7611,2025-04,12,19
7611,2025-05,13,24
7611,2025-06,7,9
7611,2025-07,5,14
7611,2025-08,14,133
7611,2025-09,11,92
7611,2025-10,13,19
7611,2025-11,9,17
7611,2025-12,19,63
7611,2026-01,6,144
7611,2026-02,19,242
7612,2020-01,67,88
7612,2020-02,43,63
7612,2020-03,53,62
7612,2020-04,21,27
7612,2020-05,18,20
7612,2020-06,26,32
7612,2020-07,27,31
7612,2020-08,23,31
7612,2020-09,38,47
7612,2020-10,51,61
7612,2020-11,29,32
7612,2020-12,25,29
7612,2021-01,46,52
7612,2021-02,44,55
7612,2021-03,54,57
7612,2021-04,70,80
7612,2021-05,52,71
7612,2021-06,64,74
7612,2021-07,40,47
7612,2021-08,66,74
7612,2021-09,76,94
7612,2021-10,67,98
7612,2021-11,76,96
7612,2021-12,57,70
7612,2022-01,81,122
7612,2022-02,103,140
7612,2022-03,115,165
7612,2022-04,90,119
7612,2022-05,103,150
7612,2022-06,82,104
7612,2022-07,48,67
7612,2022-08,94,114
7612,2022-09,77,112
7612,2022-10,113,122
7612,2022-11,70,85
7612,2022-12,67,85
7612,2023-01,92,114
7612,2023-02,120,140
7612,2023-03,124,161
7612,2023-04,64,80
7612,2023-05,111,184
7612,2023-06,74,79
7612,2023-07,57,161
7612,2023-08,95,195
7612,2023-09,71,85
7612,2023-10,72,78
7612,2023-11,71,77
7612,2023-12,23,31
7612,2024-01,61,84
7612,2024-02,52,71
7612,2024-03,59,85
7612,2024-04,55,85
7612,2024-05,47,59
7612,2024-06,46,61
7612,2024-07,49,81
7612,2024-08,45,55
7612,2024-09,44,56
7612,2024-10,26,33
7612,2024-11,34,35
7612,2024-12,36,39
7612,2025-01,66,84
7612,2025-02,64,83
7612,2025-03,64,78
7612,2025-04,59,71
7612,2025-05,63,75
7612,2025-06,38,45
7612,2025-07,18,21
7612,2025-08,57,67
7612,2025-09,48,56
7612,2025-10,43,61
7612,2025-11,35,45
7612,2025-12,26,31
7612,2026-01,17,22
7612,2026-02,34,45
7613,2020-01,2,2
7613,2020-02,6,6
7613,2020-03,7,7
7613,2020-04,3,3
7613,2020-05,1,1
7613,2020-06,5,6
7613,2020-07,1,1
7613,2020-08,3,5
7613,2020-09,4,4
7613,2020-10,4,4
7613,2020-11,1,1
7613,2020-12,8,9
7613,2021-01,7,8
7613,2021-02,5,6
7613,2021-03,8,10
7613,2021-04,7,7
7613,2021-05,2,2
7613,2021-07,2,2
7613,2021-08,1,1
7613,2021-09,5,5
7613,2021-10,4,4
7613,2021-11,3,5
7613,2021-12,9,9
7613,2022-01,3,3
7613,2022-02,17,19
7613,2022-03,2,2
7613,2022-04,4,4
7613,2022-05,4,5
7613,2022-06,6,6
7613,2022-07,2,2
7613,2022-08,6,6
7613,2022-09,4,4
7613,2022-10,5,6
7613,2022-11,3,4
7613,2022-12,4,4
7613,2023-01,5,5
7613,2023-02,12,20
7613,2023-03,11,24
7613,2023-05,12,408
7613,2023-06,5,104
7613,2023-07,5,5
7613,2023-08,2,2
7613,2023-09,8,8
7613,2023-10,6,6
7613,2023-11,5,5
7613,2023-12,4,6
7613,2024-01,1,1
7613,2024-02,8,16
7613,2024-03,2,2
7613,2024-04,10,12
7613,2024-05,3,3
7613,2024-07,2,2
7613,2024-08,7,7
7613,2024-09,4,4
7613,2024-10,8,8
7613,2024-11,8,8
7613,2024-12,7,7
7613,2025-01,3,3
7613,2025-02,4,4
7613,2025-03,6,10
7613,2025-04,9,11
7613,2025-05,5,5
7613,2025-06,2,2
7613,2025-07,4,4
7613,2025-08,6,6
7613,2025-09,4,5
7613,2025-10,5,6
7613,2025-11,2,2
7613,2025-12,7,7
7613,2026-01,4,12
7613,2026-02,2,2
8111,2020-01,8,86
8111,2020-02,2,21
8111,2020-03,2,37
8111,2020-04,5,39
8111,2020-05,3,6
8111,2020-06,5,8
8111,2020-08,3,5
8111,2020-09,7,7
8111,2020-10,3,3
8111,2020-11,6,306
8111,2020-12,5,23
8111,2021-01,5,205
8111,2021-02,6,15
8111,2021-03,2,2
8111,2021-04,5,27
8111,2021-05,6,9
8111,2021-06,3,5
8111,2021-07,3,4
8111,2021-08,10,25
8111,2021-09,8,29
8111,2021-10,2,2
8111,2021-11,10,255
8111,2021-12,21,88
8111,2022-01,14,210
8111,2022-02,12,41
8111,2022-03,8,11
8111,2022-04,9,77
8111,2022-05,11,18
8111,2022-06,10,63
8111,2022-08,8,18
8111,2022-09,16,77
8111,2022-10,10,40
8111,2022-11,13,41
8111,2022-12,19,352
8111,2023-01,14,172
8111,2023-02,27,198
8111,2023-03,33,415
8111,2023-04,37,302
8111,2023-05,17,146
8111,2023-06,10,29
8111,2023-07,9,12
8111,2023-08,11,16
8111,2023-09,5,7
8111,2023-10,10,20
8111,2023-11,9,30
8111,2023-12,19,275
8111,2024-01,14,60
8111,2024-02,5,9
8111,2024-03,5,14
8111,2024-04,10,36
8111,2024-05,23,98
8111,2024-06,9,19
8111,2024-07,9,12
8111,2024-08,20,51
8111,2024-09,11,16
8111,2024-10,12,16
8111,2024-11,11,115
8111,2024-12,16,69
8111,2025-01,11,45
8111,2025-02,18,61
8111,2025-03,16,104
8111,2025-04,5,5
8111,2025-05,9,19
8111,2025-06,6,8
8111,2025-07,5,8
8111,2025-08,4,5
8111,2025-09,4,4
8111,2025-10,9,95
8111,2025-11,9,30
8111,2025-12,11,45
8111,2026-01,2,4
8111,2026-02,13,40
8112,2020-01,3,3
8112,2020-02,1,1
8112,2020-03,2,2
8112,2020-04,1,1
8112,2020-08,2,2
8112,2020-10,2,2
8112,2020-11,1,1
8112,2020-12,4,11
8112,2021-01,2,2
8112,2021-02,2,6
8112,2021-03,3,4
8112,2021-04,5,5
8112,2021-07,1,1
8112,2021-08,1,2
8112,2021-09,1,1
8112,2021-10,1,1
8112,2021-11,3,3
8112,2021-12,5,5
8112,2022-01,4,4
8112,2022-02,7,22
8112,2022-03,9,14
8112,2022-04,5,11
8112,2022-05,3,9
8112,2022-06,3,4
8112,2022-07,1,1
8112,2022-08,2,4
8112,2022-09,5,9
8112,2022-10,3,3
8112,2022-12,3,3
8112,2023-01,5,6
8112,2023-02,5,20
8112,2023-03,3,3
8112,2023-04,2,4
8112,2023-05,7,10
8112,2023-06,1,2
8112,2023-07,2,2
8112,2023-08,2,3
8112,2023-09,1,1
8112,2023-10,1,1
8112,2023-11,1,10
8112,2023-12,1,35
8112,2024-01,3,5
8112,2024-02,2,2
8112,2024-05,1,1
8112,2024-06,1,1
8112,2024-08,4,10
8112,2024-09,4,4
8112,2024-10,3,3
8112,2024-11,5,5
8112,2024-12,2,95
8112,2025-01,8,28
8112,2025-02,2,6
8112,2025-03,1,1
8112,2025-04,1,5
8112,2025-05,3,3
8112,2025-08,1,1
8112,2025-09,1,1
8112,2025-10,3,3
8112,2025-11,8,8
8112,2025-12,4,8
8112,2026-02,2,6
8113,2020-02,2,2
8113,2020-03,1,1
8113,2020-04,3,4
8113,2020-05,1,1
8113,2020-06,15,77
8113,2020-07,2,7
8113,2020-08,1,1
8113,2020-09,2,3
8113,2020-10,2,2
8113,2020-11,1,2
8113,2020-12,2,2
8113,2021-01,2,2
8113,2021-02,2,3
8113,2021-03,7,8
8113,2021-04,2,3
8113,2021-05,7,13
8113,2021-06,1,1
8113,2021-07,3,3
8113,2021-08,10,16
8113,2021-09,4,5
8113,2021-10,5,5
8113,2021-11,1,1
8113,2021-12,2,3
8113,2022-01,1,1
8113,2022-02,3,4
8113,2022-03,5,7
8113,2022-04,5,10
8113,2022-05,3,5
8113,2022-06,8,10
8113,2022-07,3,3
8113,2022-08,8,10
8113,2022-09,9,15
8113,2022-10,6,22
8113,2022-11,10,15
8113,2022-12,5,10
8113,2023-01,8,12
8113,2023-02,9,19
8113,2023-03,17,22
8113,2023-04,12,14
8113,2023-05,6,9
8113,2023-06,5,7
8113,2023-07,6,7
8113,2023-08,4,7
8113,2023-10,6,9
8113,2023-11,1,1
8113,2023-12,1,1
8113,2024-01,3,6
8113,2024-02,2,4
8113,2024-03,1,3
8113,2024-04,7,9
8113,2024-05,2,3
8113,2024-06,3,4
8113,2024-07,3,8
8113,2024-08,7,15
8113,2024-09,8,11
8113,2024-10,4,6
8113,2024-11,3,5
8113,2024-12,3,8
8113,2025-01,2,2
8113,2025-02,1,1
8113,2025-03,5,6
8113,2025-04,5,7
8113,2025-05,8,9
8113,2025-06,5,6
8113,2025-08,7,8
8113,2025-09,7,8
8113,2025-10,3,4
8113,2025-11,2,2
8113,2025-12,13,13
8113,2026-01,9,9
8113,2026-02,14,14
8114,2020-01,6,7
8114,2020-02,16,32
8114,2020-03,12,46
8114,2020-04,22,36
8114,2020-05,14,26
8114,2020-06,13,38
8114,2020-07,7,12
8114,2020-08,13,46
8114,2020-09,9,12
8114,2020-10,13,14
8114,2020-11,10,11
8114,2020-12,7,8
8114,2021-01,7,7
8114,2021-02,16,18
8114,2021-03,24,30
8114,2021-04,26,70
8114,2021-05,15,68
8114,2021-06,23,101
8114,2021-07,16,27
8114,2021-08,19,32
8114,2021-09,27,52
8114,2021-10,29,52
8114,2021-11,28,37
8114,2021-12,24,45
8114,2022-01,18,37
8114,2022-02,25,53
8114,2022-03,36,56
8114,2022-04,22,42
8114,2022-05,30,56
8114,2022-06,27,45
8114,2022-07,18,18
8114,2022-08,27,41
8114,2022-09,21,50
8114,2022-10,21,26
8114,2022-11,25,72
8114,2022-12,17,47
8114,2023-01,19,63
8114,2023-02,14,31
8114,2023-03,19,35
8114,2023-04,12,23
8114,2023-05,18,28
8114,2023-06,11,21
8114,2023-07,25,109
8114,2023-08,37,119
8114,2023-09,20,38
8114,2023-10,38,58
8114,2023-11,31,83
8114,2023-12,39,97
8114,2024-01,40,73
8114,2024-02,36,55
8114,2024-03,37,64
8114,2024-04,29,37
8114,2024-05,26,55
8114,2024-06,36,80
8114,2024-07,61,136
8114,2024-08,29,39
8114,2024-09,37,55
8114,2024-10,40,53
8114,2024-11,26,40
8114,2024-12,19,38
8114,2025-01,49,109
8114,2025-02,39,81
8114,2025-03,15,27
8114,2025-04,20,27
8114,2025-05,38,92
8114,2025-06,16,32
8114,2025-07,13,33
8114,2025-08,12,30
8114,2025-09,18,34
8114,2025-10,26,34
8114,2025-11,16,27
8114,2025-12,23,46
8114,2026-01,6,6
8114,2026-02,20,35
8115,2020-02,3,3
8115,2020-10,1,1
8115,2020-12,2,2
8115,2021-01,1,1
8115,2021-02,2,2
8115,2021-04,2,3
8115,2021-08,1,1
8115,2021-09,1,1
8115,2022-01,1,1
8115,2022-02,1,1
8115,2022-04,1,1
8115,2022-05,1,1
8115,2022-08,1,1
8115,2022-09,1,2
8115,2022-10,1,1
8115,2022-12,1,1
8115,2023-03,1,1
8115,2023-06,1,1
8115,2023-09,2,2
8115,2024-05,1,1
8115,2024-06,1,1
8115,2024-10,1,1
8115,2024-11,3,3
8115,2024-12,4,4
8115,2025-01,2,2
8115,2025-02,1,1
8115,2025-03,3,3
8115,2025-09,1,1
8115,2025-10,1,1
8115,2025-11,2,4
8115,2025-12,2,4
8116,2020-01,4,7
8116,2020-02,2,13
8116,2020-03,2,2
8116,2020-04,1,2
8116,2020-06,3,4
8116,2020-07,2,2
8116,2020-08,2,2
8116,2020-09,4,4
8116,2020-12,1,1
8116,2021-01,3,3
8116,2021-02,3,5
8116,2021-03,3,3
8116,2021-04,4,6
8116,2021-05,5,9
8116,2021-06,4,6
8116,2021-07,5,16
8116,2021-08,4,6
8116,2021-09,11,20
8116,2021-10,3,4
8116,2021-11,4,6
8116,2021-12,4,7
8116,2022-01,3,4
8116,2022-02,5,6
8116,2022-03,8,17
8116,2022-04,6,7
8116,2022-05,5,13
8116,2022-06,5,12
8116,2022-07,4,4
8116,2022-08,5,11
8116,2022-09,7,9
8116,2022-10,3,4
8116,2022-12,3,5
8116,2023-01,5,18
8116,2023-02,5,18
8116,2023-03,6,9
8116,2023-04,3,7
8116,2023-05,4,9
8116,2023-06,3,10
8116,2023-07,2,2
8116,2023-08,3,9
8116,2023-09,2,3
8116,2023-10,2,2
8116,2023-11,1,2
8116,2023-12,3,3
8116,2024-01,13,30
8116,2024-02,5,8
8116,2024-03,5,21
8116,2024-04,2,5
8116,2024-05,4,4
8116,2024-06,11,11
8116,2024-07,5,12
8116,2024-08,3,3
8116,2024-09,4,7
8116,2024-10,4,13
8116,2024-11,4,4
8116,2024-12,3,5
8116,2025-01,3,22
8116,2025-02,11,34
8116,2025-03,4,4
8116,2025-04,2,2
8116,2025-05,6,6
8116,2025-06,14,14
8116,2025-07,24,26
8116,2025-08,15,21
8116,2025-09,7,9
8116,2025-10,2,2
8116,2025-11,5,5
8116,2025-12,2,4
8116,2026-01,1,1
8116,2026-02,4,28
8121,2020-01,8,14
8121,2020-02,10,17
8121,2020-03,10,27
8121,2020-04,2,27
8121,2020-05,7,16
8121,2020-06,6,6
8121,2020-07,10,24
8121,2020-08,8,19
8121,2020-09,15,23
8121,2020-10,18,24
8121,2020-11,11,39
8121,2020-12,11,33
8121,2021-01,16,32
8121,2021-02,17,39
8121,2021-03,16,42
8121,2021-04,28,69
8121,2021-05,23,58
8121,2021-06,37,127
8121,2021-07,15,38
8121,2021-08,17,53
8121,2021-09,26,71
8121,2021-10,32,71
8121,2021-11,34,81
8121,2021-12,20,27
8121,2022-01,37,113
8121,2022-02,49,170
8121,2022-03,65,169
8121,2022-04,43,165
8121,2022-05,24,53
8121,2022-06,31,72
8121,2022-07,17,35
8121,2022-08,37,69
8121,2022-09,25,44
8121,2022-10,26,35
8121,2022-11,36,39
8121,2022-12,50,77
8121,2023-01,40,75
8121,2023-02,22,31
8121,2023-03,36,71
8121,2023-04,17,28
8121,2023-05,29,105
8121,2023-06,30,58
8121,2023-07,32,81
8121,2023-08,37,75
8121,2023-09,27,38
8121,2023-10,21,36
8121,2023-11,12,18
8121,2023-12,6,12
8121,2024-01,8,12
8121,2024-02,20,50
8121,2024-03,31,49
8121,2024-04,15,53
8121,2024-05,24,64
8121,2024-06,18,27
8121,2024-07,8,21
8121,2024-08,16,34
8121,2024-09,18,26
8121,2024-10,12,15
8121,2024-11,14,22
8121,2024-12,12,16
8121,2025-01,15,17
8121,2025-02,25,51
8121,2025-03,29,40
8121,2025-04,41,69
8121,2025-05,15,20
8121,2025-06,14,26
8121,2025-07,12,31
8121,2025-08,15,17
8121,2025-09,25,34
8121,2025-10,20,33
8121,2025-11,26,48
8121,2025-12,16,23
8121,2026-01,4,4
8121,2026-02,11,18
8122,2020-09,1,1
8122,2020-11,1,1
8122,2020-12,1,1
8122,2021-04,3,3
8122,2021-05,3,9
8122,2021-06,2,2
8122,2021-07,3,7
8122,2021-08,2,3
8122,2021-09,1,2
8122,2021-12,2,5
8122,2022-01,2,13
8122,2022-02,2,10
8122,2022-03,2,2
8122,2022-06,1,5
8122,2022-07,2,6
8122,2022-08,1,1
8122,2022-09,1,3
8122,2022-10,1,1
8122,2022-11,4,4
8122,2022-12,3,7
8122,2023-01,6,6
8122,2023-02,4,7
8122,2023-03,5,10
8122,2023-04,4,4
8122,2023-05,1,1
8122,2023-07,1,1
8122,2023-08,4,4
8122,2023-09,3,3
8122,2023-10,3,5
8122,2023-11,4,4
8122,2023-12,1,1
8122,2024-01,4,4
8122,2024-02,4,4
8122,2024-03,4,4
8122,2024-04,3,3
8122,2024-05,1,1
8122,2024-06,7,9
8122,2024-07,2,2
8122,2024-08,1,1
8122,2024-09,3,4
8122,2024-12,1,1
8122,2025-02,1,1
8122,2025-03,1,1
8122,2025-04,2,4
8122,2025-05,1,1
8122,2025-09,1,1
8122,2025-10,1,1
8122,2025-12,3,3
8122,2026-02,4,4
8129,2020-01,38,278
8129,2020-02,22,178
8129,2020-03,33,65
8129,2020-04,12,14
8129,2020-05,8,16
8129,2020-06,10,16
8129,2020-07,10,16
8129,2020-08,20,32
8129,2020-09,23,50
8129,2020-10,27,52
8129,2020-11,21,64
8129,2020-12,20,44
8129,2021-01,42,271
8129,2021-02,36,137
8129,2021-03,46,81
8129,2021-04,42,114
8129,2021-05,45,89
8129,2021-06,43,156
8129,2021-07,42,102
8129,2021-08,38,128
8129,2021-09,72,203
8129,2021-10,60,173
8129,2021-11,87,252
8129,2021-12,47,114
8129,2022-01,68,515
8129,2022-02,80,227
8129,2022-03,69,224
8129,2022-04,68,157
8129,2022-05,84,183
8129,2022-06,76,161
8129,2022-07,56,124
8129,2022-08,111,290
8129,2022-09,97,195
8129,2022-10,101,256
8129,2022-11,87,171
8129,2022-12,79,182
8129,2023-01,87,496
8129,2023-02,59,259
8129,2023-03,102,378
8129,2023-04,56,151
8129,2023-05,103,319
8129,2023-06,80,198
8129,2023-07,75,208
8129,2023-08,91,243
8129,2023-09,90,224
8129,2023-10,66,140
8129,2023-11,50,133
8129,2023-12,35,137
8129,2024-01,67,230
8129,2024-02,53,193
8129,2024-03,63,155
8129,2024-04,58,111
8129,2024-05,74,119
8129,2024-06,50,62
8129,2024-07,37,67
8129,2024-08,69,98
8129,2024-09,62,95
8129,2024-10,43,65
8129,2024-11,50,74
8129,2024-12,44,87
8129,2025-01,41,204
8129,2025-02,49,114
8129,2025-03,63,145
8129,2025-04,65,125
8129,2025-05,43,84
8129,2025-06,35,83
8129,2025-07,34,89
8129,2025-08,58,114
8129,2025-09,55,150
8129,2025-10,56,100
8129,2025-11,43,74
8129,2025-12,51,1053
8129,2026-01,15,180
8129,2026-02,43,103
8131,2020-01,49,208
8131,2020-02,41,164
8131,2020-03,36,137
8131,2020-04,42,189
8131,2020-05,23,65
8131,2020-06,24,74
8131,2020-07,17,38
8131,2020-08,24,59
8131,2020-09,24,47
8131,2020-10,28,60
8131,2020-11,23,56
8131,2020-12,21,116
8131,2021-01,34,73
8131,2021-02,28,129
8131,2021-03,32,93
8131,2021-04,49,154
8131,2021-05,39,110
8131,2021-06,20,43
8131,2021-07,30,105
8131,2021-08,46,104
8131,2021-09,40,118
8131,2021-10,54,151
8131,2021-11,62,137
8131,2021-12,56,201
8131,2022-01,67,286
8131,2022-02,77,285
8131,2022-03,83,358
8131,2022-04,76,523
8131,2022-05,79,461
8131,2022-06,59,165
8131,2022-07,43,118
8131,2022-08,61,174
8131,2022-09,64,144
8131,2022-10,107,288
8131,2022-11,110,259
8131,2022-12,84,269
8131,2023-01,133,277
8131,2023-02,115,218
8131,2023-03,158,464
8131,2023-04,88,165
8131,2023-05,102,211
8131,2023-06,47,76
8131,2023-07,40,111
8131,2023-08,100,197
8131,2023-09,71,180
8131,2023-10,89,221
8131,2023-11,73,177
8131,2023-12,32,118
8131,2024-01,71,161
8131,2024-02,33,77
8131,2024-03,59,141
8131,2024-04,64,117
8131,2024-05,65,135
8131,2024-06,37,70
8131,2024-07,27,60
8131,2024-08,53,106
8131,2024-09,51,119
8131,2024-10,58,164
8131,2024-11,45,116
8131,2024-12,37,95
8131,2025-01,42,78
8131,2025-02,41,110
8131,2025-03,57,108
8131,2025-04,59,114
8131,2025-05,41,62
8131,2025-06,29,48
8131,2025-07,24,45
8131,2025-08,47,92
8131,2025-09,36,69
8131,2025-10,22,36
8131,2025-11,65,118
8131,2025-12,29,78
8131,2026-01,4,4
8131,2026-02,13,22
8132,2020-01,1,9
8132,2020-02,2,2
8132,2020-03,2,7
8132,2020-04,4,8
8132,2020-05,2,12
8132,2020-06,3,11
8132,2020-09,1,1
8132,2020-10,2,6
8132,2020-11,3,8
8132,2021-01,1,1
8132,2021-04,5,5
8132,2021-05,7,14
8132,2021-06,5,17
8132,2021-07,1,2
8132,2021-08,1,5
8132,2021-09,7,10
8132,2021-11,4,15
8132,2021-12,2,2
8132,2022-01,2,2
8132,2022-02,2,21
8132,2022-03,1,1
8132,2022-04,5,49
8132,2022-05,4,47
8132,2022-06,5,47
8132,2022-07,2,10
8132,2022-08,3,7
8132,2022-09,7,21
8132,2022-10,1,1
8132,2022-11,1,3
8132,2022-12,2,3
8132,2023-01,1,2
8132,2023-02,4,5
8132,2023-03,5,8
8132,2023-04,3,4
8132,2023-05,5,6
8132,2023-06,1,4
8132,2023-08,2,2
8132,2023-09,5,5
8132,2023-10,2,2
8132,2023-11,4,7
8132,2023-12,1,2
8132,2024-01,6,63
8132,2024-02,2,2
8132,2024-03,1,1
8132,2024-04,4,10
8132,2024-05,1,1
8132,2024-06,2,3
8132,2024-07,2,2
8132,2024-08,6,8
8132,2024-09,3,3
8132,2024-10,1,1
8132,2024-11,1,1
8132,2024-12,2,2
8132,2025-02,4,4
8132,2025-03,2,3
8132,2025-04,3,3
8132,2025-05,9,10
8132,2025-06,4,4
8132,2025-08,2,26
8132,2025-09,5,37
8132,2025-10,2,3
8132,2025-11,1,1
8132,2025-12,1,1
8141,2020-01,7,13
8141,2020-02,13,49
8141,2020-03,3,12
8141,2020-04,8,15
8141,2020-05,1,2
8141,2020-06,3,4
8141,2020-07,2,2
8141,2020-08,4,4
8141,2020-09,3,3
8141,2020-10,3,4
8141,2020-11,5,6
8141,2020-12,3,11
8141,2021-01,3,12
8141,2021-02,5,15
8141,2021-03,10,35
8141,2021-04,10,33
8141,2021-05,9,27
8141,2021-06,6,13
8141,2021-07,4,4
8141,2021-08,9,26
8141,2021-09,13,36
8141,2021-10,16,31
8141,2021-11,9,10
8141,2021-12,8,19
8141,2022-01,17,26
8141,2022-02,23,34
8141,2022-03,20,26
8141,2022-04,10,23
8141,2022-05,24,70
8141,2022-06,5,5
8141,2022-07,11,26
8141,2022-08,14,26
