inr,expband,fresh,ssyk4,n
219z,11-20,1,2144,
219z,11-20,1,2149,8.0
219z,11-20,1,2161,25.0
219z,11-20,1,2162,
219z,11-20,1,2163,
219z,11-20,1,2171,25.0
219z,11-20,1,2172,63.0
219z,11-20,1,2173,42.0
219z,11-20,1,2179,35.0
219z,11-20,1,2182,
219z,11-20,1,2221,5.0
219z,11-20,1,2273,
219z,11-20,1,2283,
219z,11-20,1,2311,
219z,11-20,1,2312,5.0
219z,11-20,1,2314,6.0
219z,11-20,1,2319,16.0
219z,11-20,1,2320,
219z,11-20,1,2330,22.0
219z,11-20,1,2341,54.0
219z,11-20,1,2342,5.0
219z,11-20,1,2343,7.0
219z,11-20,1,2351,5.0
219z,11-20,1,2359,69.0
219z,11-20,1,2411,
219z,11-20,1,2412,
219z,11-20,1,2413,
219z,11-20,1,2414,
219z,11-20,1,2419,6.0
219z,11-20,1,2421,15.0
219z,11-20,1,2422,47.0
219z,11-20,1,2423,6.0
219z,11-20,1,2431,23.0
219z,11-20,1,2432,53.0
219z,11-20,1,2511,10.0
219z,11-20,1,2512,49.0
219z,11-20,1,2513,12.0
219z,11-20,1,2514,
219z,11-20,1,2515,
219z,11-20,1,2516,
219z,11-20,1,2519,10.0
219z,11-20,1,2614,
219z,11-20,1,2619,
219z,11-20,1,2621,29.0
219z,11-20,1,2622,13.0
219z,11-20,1,2641,
219z,11-20,1,2642,30.0
219z,11-20,1,2643,5.0
219z,11-20,1,2651,27.0
219z,11-20,1,2652,97.0
219z,11-20,1,2653,8.0
219z,11-20,1,2654,25.0
219z,11-20,1,2655,7.0
219z,11-20,1,2661,
219z,11-20,1,2663,
219z,11-20,1,2669,
219z,11-20,1,2672,
219z,11-20,1,3111,
219z,11-20,1,3112,5.0
219z,11-20,1,3113,7.0
219z,11-20,1,3114,
219z,11-20,1,3115,
219z,11-20,1,3116,
219z,11-20,1,3119,8.0
219z,11-20,1,3121,
219z,11-20,1,3122,
219z,11-20,1,3153,
219z,11-20,1,3154,
219z,11-20,1,3211,
219z,11-20,1,3215,
219z,11-20,1,3230,
219z,11-20,1,3250,
219z,11-20,1,3312,5.0
219z,11-20,1,3313,6.0
219z,11-20,1,3314,
219z,11-20,1,3321,
219z,11-20,1,3322,35.0
219z,11-20,1,3323,7.0
219z,11-20,1,3324,8.0
219z,11-20,1,3331,
219z,11-20,1,3332,
219z,11-20,1,3333,
219z,11-20,1,3335,
219z,11-20,1,3339,5.0
219z,11-20,1,3341,9.0
219z,11-20,1,3342,
219z,11-20,1,3343,5.0
219z,11-20,1,3352,
219z,11-20,1,3353,8.0
219z,11-20,1,3355,
219z,11-20,1,3359,17.0
219z,11-20,1,3360,
219z,11-20,1,3411,5.0
219z,11-20,1,3412,
219z,11-20,1,3422,7.0
219z,11-20,1,3423,17.0
219z,11-20,1,3424,
219z,11-20,1,3431,38.0
219z,11-20,1,3432,20.0
219z,11-20,1,3433,
219z,11-20,1,3439,
219z,11-20,1,3449,5.0
219z,11-20,1,3511,5.0
219z,11-20,1,3512,13.0
219z,11-20,1,3513,
219z,11-20,1,3514,
219z,11-20,1,3515,
219z,11-20,1,3521,
219z,11-20,1,3522,17.0
219z,11-20,1,4111,8.0
219z,11-20,1,4112,7.0
219z,11-20,1,4114,15.0
219z,11-20,1,4115,7.0
219z,11-20,1,4116,
219z,11-20,1,4117,
219z,11-20,1,4119,53.0
219z,11-20,1,4211,
219z,11-20,1,4221,
219z,11-20,1,4222,17.0
219z,11-20,1,4223,
219z,11-20,1,4224,7.0
219z,11-20,1,4225,7.0
219z,11-20,1,4226,
219z,11-20,1,4321,
219z,11-20,1,4322,43.0
219z,11-20,1,4323,
219z,11-20,1,4410,12.0
219z,11-20,1,4420,9.0
219z,11-20,1,5111,
219z,11-20,1,5112,10.0
219z,11-20,1,5113,
219z,11-20,1,5120,34.0
219z,11-20,1,5131,16.0
219z,11-20,1,5132,
219z,11-20,1,5141,9.0
219z,11-20,1,5142,
219z,11-20,1,5149,10.0
219z,11-20,1,5151,
219z,11-20,1,5152,21.0
219z,11-20,1,5221,25.0
219z,11-20,1,5222,33.0
219z,11-20,1,5223,54.0
219z,11-20,1,5227,
219z,11-20,1,5230,5.0
219z,11-20,1,5241,
219z,11-20,1,5242,8.0
219z,11-20,1,5311,67.0
219z,11-20,1,5312,25.0
219z,11-20,1,5321,59.0
219z,11-20,1,5323,18.0
219z,11-20,1,5324,
219z,11-20,1,5330,35.0
219z,11-20,1,5341,11.0
219z,11-20,1,5342,52.0
219z,11-20,1,5343,57.0
219z,11-20,1,5349,
219z,11-20,1,5350,8.0
219z,11-20,1,5412,
219z,11-20,1,5413,
219z,11-20,1,5419,
219z,11-20,1,6111,
219z,11-20,1,6112,
219z,11-20,1,6113,14.0
219z,11-20,1,6129,
219z,11-20,1,7111,8.0
219z,11-20,1,7112,
219z,11-20,1,7113,
219z,11-20,1,7114,
219z,11-20,1,7119,11.0
219z,11-20,1,7121,
219z,11-20,1,7124,
219z,11-20,1,7125,
219z,11-20,1,7131,
219z,11-20,1,7132,
219z,11-20,1,7212,
219z,11-20,1,7214,
219z,11-20,1,7223,9.0
219z,11-20,1,7224,
219z,11-20,1,7231,6.0
219z,11-20,1,7233,
219z,11-20,1,7312,
219z,11-20,1,7319,9.0
219z,11-20,1,7321,
219z,11-20,1,7322,
219z,11-20,1,7323,6.0
219z,11-20,1,7411,8.0
219z,11-20,1,7522,7.0
219z,11-20,1,7531,7.0
219z,11-20,1,7533,
219z,11-20,1,7612,
219z,11-20,1,7619,
219z,11-20,1,8112,
219z,11-20,1,8122,
219z,11-20,1,8129,
219z,11-20,1,8142,
219z,11-20,1,8143,
219z,11-20,1,8151,
219z,11-20,1,8159,
219z,11-20,1,8161,
219z,11-20,1,8163,
219z,11-20,1,8169,
219z,11-20,1,8171,
219z,11-20,1,8172,
219z,11-20,1,8173,
219z,11-20,1,8174,
219z,11-20,1,8181,
219z,11-20,1,8189,
219z,11-20,1,8191,5.0
219z,11-20,1,8192,
219z,11-20,1,8211,
219z,11-20,1,8212,
219z,11-20,1,8213,
219z,11-20,1,8214,
219z,11-20,1,8219,
219z,11-20,1,8311,6.0
219z,11-20,1,8321,9.0
219z,11-20,1,8329,
219z,11-20,1,8331,16.0
219z,11-20,1,8332,
219z,11-20,1,8344,
219z,11-20,1,9111,55.0
219z,11-20,1,9119,5.0
219z,11-20,1,9120,
219z,11-20,1,9310,
219z,11-20,1,9320,
219z,11-20,1,9332,
219z,11-20,1,9411,
219z,11-20,1,9412,36.0
219z,11-20,1,9413,
219z,11-20,1,9520,
219z,11-20,1,9610,
219z,11-20,1,9621,
219z,11-20,1,9622,7.0
219z,11-20,1,9629,6.0
219z,21+,0,1120,
219z,21+,0,1211,
219z,21+,0,1212,
219z,21+,0,1230,
219z,21+,0,1241,
219z,21+,0,1242,
219z,21+,0,1251,
219z,21+,0,1252,
219z,21+,0,1291,
219z,21+,0,1292,
219z,21+,0,1312,
219z,21+,0,1322,
219z,21+,0,1342,
219z,21+,0,1361,
219z,21+,0,1362,
219z,21+,0,1371,
219z,21+,0,1412,
219z,21+,0,1522,
219z,21+,0,1612,
219z,21+,0,1722,
219z,21+,0,1792,
219z,21+,0,2161,6.0
219z,21+,0,2163,
219z,21+,0,2171,
219z,21+,0,2172,20.0
219z,21+,0,2173,
219z,21+,0,2179,7.0
219z,21+,0,2289,
219z,21+,0,2311,
219z,21+,0,2312,
219z,21+,0,2319,
219z,21+,0,2330,
219z,21+,0,2341,6.0
219z,21+,0,2342,
219z,21+,0,2343,
219z,21+,0,2352,
219z,21+,0,2359,
219z,21+,0,2412,
219z,21+,0,2419,
219z,21+,0,2421,
219z,21+,0,2422,6.0
219z,21+,0,2423,
219z,21+,0,2431,10.0
219z,21+,0,2432,7.0
219z,21+,0,2511,
219z,21+,0,2512,11.0
219z,21+,0,2513,
219z,21+,0,2515,
219z,21+,0,2519,
219z,21+,0,2621,
219z,21+,0,2641,
219z,21+,0,2642,6.0
219z,21+,0,2651,5.0
219z,21+,0,2652,5.0
219z,21+,0,2653,7.0
219z,21+,0,2654,13.0
219z,21+,0,2655,5.0
219z,21+,0,2669,
219z,21+,0,3113,
219z,21+,0,3114,
219z,21+,0,3119,
219z,21+,0,3313,
219z,21+,0,3314,
219z,21+,0,3322,9.0
219z,21+,0,3323,5.0
219z,21+,0,3331,
219z,21+,0,3332,
219z,21+,0,3333,
219z,21+,0,3335,
219z,21+,0,3339,
219z,21+,0,3341,
219z,21+,0,3343,
219z,21+,0,3355,
219z,21+,0,3359,
219z,21+,0,3411,
219z,21+,0,3422,
219z,21+,0,3431,
219z,21+,0,3432,
219z,21+,0,3439,
219z,21+,0,3449,
219z,21+,0,3451,
219z,21+,0,3452,
219z,21+,0,3511,
219z,21+,0,3512,
219z,21+,0,3513,
219z,21+,0,3515,
219z,21+,0,3521,
219z,21+,0,3522,
219z,21+,0,4111,
219z,21+,0,4112,
219z,21+,0,4114,
219z,21+,0,4119,12.0
219z,21+,0,4224,
219z,21+,0,4322,5.0
219z,21+,0,4420,
219z,21+,0,5112,
219z,21+,0,5113,
219z,21+,0,5120,14.0
219z,21+,0,5131,5.0
219z,21+,0,5141,5.0
219z,21+,0,5143,
219z,21+,0,5151,
219z,21+,0,5152,6.0
219z,21+,0,5161,
219z,21+,0,5169,
219z,21+,0,5221,6.0
219z,21+,0,5222,6.0
219z,21+,0,5223,10.0
219z,21+,0,5230,
219z,21+,0,5242,
219z,21+,0,5311,11.0
219z,21+,0,5312,8.0
219z,21+,0,5321,
219z,21+,0,5330,11.0
219z,21+,0,5342,5.0
219z,21+,0,5343,19.0
219z,21+,0,5349,
219z,21+,0,5350,
219z,21+,0,5419,
219z,21+,0,6112,
219z,21+,0,6130,
219z,21+,0,6210,
219z,21+,0,7111,7.0
219z,21+,0,7112,
219z,21+,0,7119,
219z,21+,0,7121,
219z,21+,0,7124,
219z,21+,0,7125,
219z,21+,0,7131,
219z,21+,0,7132,5.0
219z,21+,0,7212,
219z,21+,0,7213,
219z,21+,0,7215,
219z,21+,0,7223,
219z,21+,0,7231,
219z,21+,0,7232,
219z,21+,0,7312,
219z,21+,0,7321,
219z,21+,0,7522,
219z,21+,0,7531,
219z,21+,0,7534,
219z,21+,0,8111,
219z,21+,0,8151,
219z,21+,0,8161,
219z,21+,0,8169,
219z,21+,0,8181,
219z,21+,0,8212,
219z,21+,0,8321,
219z,21+,0,8331,
219z,21+,0,8332,
219z,21+,0,8342,
219z,21+,0,9111,23.0
219z,21+,0,9120,
219z,21+,0,9310,
219z,21+,0,9412,15.0
219z,21+,0,9413,
219z,21+,0,9622,
219z,21+,0,9629,
219z,21+,1,1120,6.0
219z,21+,1,1212,
219z,21+,1,1221,
219z,21+,1,1222,
219z,21+,1,1230,
219z,21+,1,1242,7.0
219z,21+,1,1251,5.0
219z,21+,1,1252,6.0
219z,21+,1,1291,
219z,21+,1,1292,9.0
219z,21+,1,1311,
219z,21+,1,1312,
219z,21+,1,1322,
219z,21+,1,1352,
219z,21+,1,1372,
219z,21+,1,1412,
219z,21+,1,1532,
219z,21+,1,1591,
219z,21+,1,1592,7.0
219z,21+,1,1722,
219z,21+,1,1742,
219z,21+,1,1792,
219z,21+,1,2142,
219z,21+,1,2143,
219z,21+,1,2144,
219z,21+,1,2149,
219z,21+,1,2161,
219z,21+,1,2162,
219z,21+,1,2163,
219z,21+,1,2171,6.0
219z,21+,1,2172,27.0
219z,21+,1,2173,5.0
219z,21+,1,2179,5.0
219z,21+,1,2272,
219z,21+,1,2311,5.0
219z,21+,1,2312,
219z,21+,1,2314,
219z,21+,1,2319,7.0
219z,21+,1,2320,5.0
219z,21+,1,2330,13.0
219z,21+,1,2341,29.0
219z,21+,1,2342,
219z,21+,1,2343,5.0
219z,21+,1,2352,
219z,21+,1,2359,33.0
219z,21+,1,2412,
219z,21+,1,2421,6.0
219z,21+,1,2422,15.0
219z,21+,1,2423,
219z,21+,1,2431,14.0
219z,21+,1,2432,28.0
219z,21+,1,2511,
219z,21+,1,2512,14.0
219z,21+,1,2513,
219z,21+,1,2514,
219z,21+,1,2515,
219z,21+,1,2516,
219z,21+,1,2519,5.0
219z,21+,1,2621,
219z,21+,1,2622,7.0
219z,21+,1,2641,
219z,21+,1,2642,19.0
219z,21+,1,2643,
219z,21+,1,2651,9.0
219z,21+,1,2652,36.0
219z,21+,1,2654,15.0
219z,21+,1,2655,8.0
219z,21+,1,2661,
219z,21+,1,2663,
219z,21+,1,2669,
219z,21+,1,3112,
219z,21+,1,3113,
219z,21+,1,3114,
219z,21+,1,3117,
219z,21+,1,3121,
219z,21+,1,3211,
219z,21+,1,3215,
219z,21+,1,3250,
219z,21+,1,3312,
219z,21+,1,3313,
219z,21+,1,3314,
219z,21+,1,3321,
219z,21+,1,3322,13.0
219z,21+,1,3323,
219z,21+,1,3324,
219z,21+,1,3331,
219z,21+,1,3332,
219z,21+,1,3333,
219z,21+,1,3335,
219z,21+,1,3339,
219z,21+,1,3341,
219z,21+,1,3342,
219z,21+,1,3355,
219z,21+,1,3359,6.0
219z,21+,1,3411,
219z,21+,1,3421,
219z,21+,1,3422,
219z,21+,1,3423,7.0
219z,21+,1,3431,16.0
219z,21+,1,3432,13.0
219z,21+,1,3433,
219z,21+,1,3439,
219z,21+,1,3449,
219z,21+,1,3512,5.0
219z,21+,1,3513,
219z,21+,1,3514,
219z,21+,1,3515,
219z,21+,1,3521,
219z,21+,1,3522,
219z,21+,1,4111,
219z,21+,1,4112,
219z,21+,1,4114,
219z,21+,1,4115,
219z,21+,1,4116,
219z,21+,1,4117,
219z,21+,1,4119,20.0
219z,21+,1,4222,
219z,21+,1,4224,
219z,21+,1,4225,
219z,21+,1,4226,
219z,21+,1,4322,10.0
219z,21+,1,4323,
219z,21+,1,4410,
219z,21+,1,4420,
219z,21+,1,5112,
219z,21+,1,5113,
219z,21+,1,5120,12.0
219z,21+,1,5131,
219z,21+,1,5132,
219z,21+,1,5141,
219z,21+,1,5143,
219z,21+,1,5149,5.0
219z,21+,1,5151,
219z,21+,1,5152,15.0
219z,21+,1,5161,
219z,21+,1,5169,
219z,21+,1,5221,8.0
219z,21+,1,5222,15.0
219z,21+,1,5223,28.0
219z,21+,1,5224,
219z,21+,1,5226,
219z,21+,1,5230,
219z,21+,1,5241,
219z,21+,1,5242,6.0
219z,21+,1,5311,28.0
219z,21+,1,5312,16.0
219z,21+,1,5321,35.0
219z,21+,1,5323,5.0
219z,21+,1,5324,
219z,21+,1,5330,21.0
219z,21+,1,5341,5.0
219z,21+,1,5342,17.0
219z,21+,1,5343,20.0
219z,21+,1,5349,6.0
219z,21+,1,5350,
219z,21+,1,5412,
219z,21+,1,5413,
219z,21+,1,5419,
219z,21+,1,6111,
219z,21+,1,6112,
219z,21+,1,6113,
219z,21+,1,6130,
219z,21+,1,6210,5.0
219z,21+,1,7111,11.0
219z,21+,1,7113,
219z,21+,1,7119,
219z,21+,1,7131,6.0
219z,21+,1,7132,
219z,21+,1,7133,
219z,21+,1,7211,
219z,21+,1,7213,
219z,21+,1,7221,
219z,21+,1,7223,6.0
219z,21+,1,7231,7.0
219z,21+,1,7233,
219z,21+,1,7312,5.0
219z,21+,1,7319,6.0
219z,21+,1,7322,
219z,21+,1,7323,
219z,21+,1,7411,
219z,21+,1,7412,
219z,21+,1,7413,
219z,21+,1,7522,
219z,21+,1,7523,
219z,21+,1,7531,
219z,21+,1,7533,
219z,21+,1,7612,
219z,21+,1,7619,
219z,21+,1,8114,
219z,21+,1,8129,
219z,21+,1,8143,
219z,21+,1,8151,
219z,21+,1,8159,
219z,21+,1,8161,
219z,21+,1,8163,
219z,21+,1,8191,
219z,21+,1,8199,
219z,21+,1,8211,
219z,21+,1,8212,
219z,21+,1,8213,
219z,21+,1,8214,
219z,21+,1,8219,
219z,21+,1,8311,
219z,21+,1,8321,
219z,21+,1,8329,
219z,21+,1,8331,17.0
219z,21+,1,8332,5.0
219z,21+,1,8342,
219z,21+,1,9111,30.0
219z,21+,1,9119,
219z,21+,1,9120,5.0
219z,21+,1,9210,
219z,21+,1,9310,
219z,21+,1,9320,
219z,21+,1,9332,
219z,21+,1,9412,22.0
219z,21+,1,9610,
219z,21+,1,9621,
219z,21+,1,9622,
219z,21+,1,9629,
219z,3-5,0,0210,
219z,3-5,0,0310,
219z,3-5,0,1212,
219z,3-5,0,1242,
219z,3-5,0,1252,
219z,3-5,0,1292,
219z,3-5,0,1311,
219z,3-5,0,1371,
219z,3-5,0,1372,
219z,3-5,0,1722,
219z,3-5,0,2141,
219z,3-5,0,2149,
219z,3-5,0,2161,5.0
219z,3-5,0,2172,13.0
219z,3-5,0,2173,9.0
219z,3-5,0,2179,
219z,3-5,0,2219,
219z,3-5,0,2314,
219z,3-5,0,2319,
219z,3-5,0,2330,6.0
219z,3-5,0,2341,17.0
219z,3-5,0,2342,
219z,3-5,0,2343,
219z,3-5,0,2351,
219z,3-5,0,2359,
219z,3-5,0,2412,
219z,3-5,0,2421,
219z,3-5,0,2422,6.0
219z,3-5,0,2423,
219z,3-5,0,2431,11.0
219z,3-5,0,2432,14.0
219z,3-5,0,2512,9.0
219z,3-5,0,2513,
219z,3-5,0,2514,
219z,3-5,0,2519,
219z,3-5,0,2621,
219z,3-5,0,2622,
219z,3-5,0,2642,8.0
219z,3-5,0,2643,
219z,3-5,0,2652,18.0
219z,3-5,0,2653,
219z,3-5,0,2654,14.0
219z,3-5,0,2655,8.0
219z,3-5,0,3112,
219z,3-5,0,3115,
219z,3-5,0,3122,
219z,3-5,0,3153,
219z,3-5,0,3211,
219z,3-5,0,3215,
219z,3-5,0,3312,
219z,3-5,0,3313,
219z,3-5,0,3314,
219z,3-5,0,3321,
219z,3-5,0,3322,14.0
219z,3-5,0,3323,
219z,3-5,0,3324,
219z,3-5,0,3332,5.0
219z,3-5,0,3333,
219z,3-5,0,3339,
219z,3-5,0,3341,
219z,3-5,0,3342,
219z,3-5,0,3343,
219z,3-5,0,3359,5.0
219z,3-5,0,3411,
219z,3-5,0,3412,
219z,3-5,0,3422,
219z,3-5,0,3423,
219z,3-5,0,3431,6.0
219z,3-5,0,3432,5.0
219z,3-5,0,3433,
219z,3-5,0,3439,
219z,3-5,0,3449,
219z,3-5,0,3451,
219z,3-5,0,3452,
219z,3-5,0,3511,
219z,3-5,0,3512,6.0
219z,3-5,0,3514,
219z,3-5,0,3515,
219z,3-5,0,3521,
219z,3-5,0,3522,16.0
219z,3-5,0,4111,6.0
219z,3-5,0,4114,8.0
219z,3-5,0,4115,
219z,3-5,0,4116,
219z,3-5,0,4117,
219z,3-5,0,4119,10.0
219z,3-5,0,4211,
219z,3-5,0,4221,
219z,3-5,0,4222,13.0
219z,3-5,0,4223,
219z,3-5,0,4224,
219z,3-5,0,4225,5.0
219z,3-5,0,4226,
219z,3-5,0,4321,
219z,3-5,0,4322,14.0
219z,3-5,0,4323,
219z,3-5,0,4410,
219z,3-5,0,4420,7.0
219z,3-5,0,4430,
219z,3-5,0,5112,
219z,3-5,0,5120,5.0
219z,3-5,0,5131,12.0
219z,3-5,0,5132,7.0
219z,3-5,0,5141,
219z,3-5,0,5149,
219z,3-5,0,5161,
219z,3-5,0,5222,15.0
219z,3-5,0,5223,41.0
219z,3-5,0,5225,
219z,3-5,0,5226,
219z,3-5,0,5230,10.0
219z,3-5,0,5241,
219z,3-5,0,5242,
219z,3-5,0,5311,23.0
219z,3-5,0,5312,6.0
219z,3-5,0,5323,
219z,3-5,0,5330,14.0
219z,3-5,0,5341,
219z,3-5,0,5342,7.0
219z,3-5,0,5343,17.0
219z,3-5,0,5349,
219z,3-5,0,5414,
219z,3-5,0,6121,
219z,3-5,0,7121,
219z,3-5,0,7122,
219z,3-5,0,7125,
219z,3-5,0,7131,
219z,3-5,0,7134,
219z,3-5,0,7223,
219z,3-5,0,7233,
219z,3-5,0,7321,
219z,3-5,0,7411,
219z,3-5,0,7522,
219z,3-5,0,7531,
219z,3-5,0,7612,
219z,3-5,0,8169,
219z,3-5,0,8181,
219z,3-5,0,8211,
219z,3-5,0,8212,
219z,3-5,0,8213,
219z,3-5,0,8219,
219z,3-5,0,8321,
219z,3-5,0,8331,
219z,3-5,0,8341,
219z,3-5,0,8344,
219z,3-5,0,9111,10.0
219z,3-5,0,9119,
219z,3-5,0,9120,
219z,3-5,0,9210,
219z,3-5,0,9310,
219z,3-5,0,9320,
219z,3-5,0,9332,
219z,3-5,0,9412,20.0
219z,3-5,0,9413,6.0
219z,3-5,0,9621,
219z,3-5,0,9622,
219z,3-5,0,9629,
219z,3-5,1,1230,
219z,3-5,1,1241,
219z,3-5,1,1242,
219z,3-5,1,1251,
219z,3-5,1,1252,
219z,3-5,1,1291,
219z,3-5,1,1292,6.0
219z,3-5,1,1322,
219z,3-5,1,1342,
219z,3-5,1,1372,
219z,3-5,1,1412,
219z,3-5,1,1592,
219z,3-5,1,1721,
219z,3-5,1,1722,
219z,3-5,1,1732,
219z,3-5,1,1792,
219z,3-5,1,2143,
219z,3-5,1,2144,
219z,3-5,1,2149,
219z,3-5,1,2161,5.0
219z,3-5,1,2164,
219z,3-5,1,2171,
219z,3-5,1,2172,26.0
219z,3-5,1,2173,9.0
219z,3-5,1,2179,10.0
219z,3-5,1,2311,
219z,3-5,1,2312,
219z,3-5,1,2313,
219z,3-5,1,2314,9.0
219z,3-5,1,2319,
219z,3-5,1,2320,
219z,3-5,1,2330,17.0
219z,3-5,1,2341,26.0
219z,3-5,1,2342,
219z,3-5,1,2352,
219z,3-5,1,2359,27.0
219z,3-5,1,2419,
219z,3-5,1,2421,7.0
219z,3-5,1,2422,24.0
219z,3-5,1,2431,13.0
219z,3-5,1,2432,20.0
219z,3-5,1,2511,
219z,3-5,1,2512,23.0
219z,3-5,1,2513,6.0
219z,3-5,1,2514,
219z,3-5,1,2515,
219z,3-5,1,2519,6.0
219z,3-5,1,2621,6.0
219z,3-5,1,2622,7.0
219z,3-5,1,2641,
219z,3-5,1,2642,13.0
219z,3-5,1,2643,
219z,3-5,1,2651,9.0
219z,3-5,1,2652,44.0
219z,3-5,1,2653,
219z,3-5,1,2654,20.0
219z,3-5,1,2655,9.0
219z,3-5,1,2661,
219z,3-5,1,2662,
219z,3-5,1,2672,
219z,3-5,1,3114,
219z,3-5,1,3115,
219z,3-5,1,3122,
219z,3-5,1,3152,
219z,3-5,1,3312,
219z,3-5,1,3313,
219z,3-5,1,3314,
219z,3-5,1,3321,
219z,3-5,1,3322,7.0
219z,3-5,1,3323,
219z,3-5,1,3324,
219z,3-5,1,3331,
219z,3-5,1,3332,
219z,3-5,1,3333,
219z,3-5,1,3335,
219z,3-5,1,3339,
219z,3-5,1,3341,
219z,3-5,1,3342,
219z,3-5,1,3343,6.0
219z,3-5,1,3353,
219z,3-5,1,3355,
219z,3-5,1,3359,7.0
219z,3-5,1,3411,
219z,3-5,1,3422,
219z,3-5,1,3423,14.0
219z,3-5,1,3431,21.0
219z,3-5,1,3432,9.0
219z,3-5,1,3433,6.0
219z,3-5,1,3439,
219z,3-5,1,3449,
219z,3-5,1,3511,5.0
219z,3-5,1,3512,10.0
219z,3-5,1,3513,
219z,3-5,1,3514,
219z,3-5,1,3515,5.0
219z,3-5,1,3521,9.0
219z,3-5,1,3522,15.0
219z,3-5,1,4111,
219z,3-5,1,4112,
219z,3-5,1,4114,12.0
219z,3-5,1,4115,6.0
219z,3-5,1,4117,
219z,3-5,1,4119,39.0
219z,3-5,1,4221,6.0
219z,3-5,1,4222,19.0
219z,3-5,1,4223,
219z,3-5,1,4224,9.0
219z,3-5,1,4225,6.0
219z,3-5,1,4226,
219z,3-5,1,4322,20.0
219z,3-5,1,4323,
219z,3-5,1,4410,5.0
219z,3-5,1,4420,15.0
219z,3-5,1,5112,
219z,3-5,1,5113,5.0
219z,3-5,1,5120,8.0
219z,3-5,1,5131,10.0
219z,3-5,1,5132,6.0
219z,3-5,1,5141,
219z,3-5,1,5149,
219z,3-5,1,5152,6.0
219z,3-5,1,5221,5.0
219z,3-5,1,5222,26.0
219z,3-5,1,5223,64.0
219z,3-5,1,5224,
219z,3-5,1,5227,
219z,3-5,1,5230,10.0
219z,3-5,1,5242,
219z,3-5,1,5311,29.0
219z,3-5,1,5312,18.0
219z,3-5,1,5321,5.0
219z,3-5,1,5324,
219z,3-5,1,5330,17.0
219z,3-5,1,5341,5.0
219z,3-5,1,5342,24.0
219z,3-5,1,5343,27.0
219z,3-5,1,5349,
219z,3-5,1,5350,
219z,3-5,1,5413,
219z,3-5,1,5419,
219z,3-5,1,6113,
219z,3-5,1,6129,
219z,3-5,1,6130,
219z,3-5,1,7111,6.0
219z,3-5,1,7113,
219z,3-5,1,7114,
219z,3-5,1,7119,
219z,3-5,1,7125,
219z,3-5,1,7133,
219z,3-5,1,7134,
219z,3-5,1,7223,
219z,3-5,1,7231,
219z,3-5,1,7233,
219z,3-5,1,7319,
219z,3-5,1,7321,
219z,3-5,1,7322,
219z,3-5,1,7411,
219z,3-5,1,7420,
219z,3-5,1,7522,
219z,3-5,1,7531,
219z,3-5,1,7532,
219z,3-5,1,7533,
219z,3-5,1,7611,
219z,3-5,1,7612,
219z,3-5,1,8111,
219z,3-5,1,8122,
219z,3-5,1,8129,
219z,3-5,1,8131,
219z,3-5,1,8151,
219z,3-5,1,8169,
219z,3-5,1,8173,
219z,3-5,1,8181,
219z,3-5,1,8193,
219z,3-5,1,8212,
219z,3-5,1,8213,
219z,3-5,1,8214,
219z,3-5,1,8311,
219z,3-5,1,8312,
219z,3-5,1,8321,
219z,3-5,1,8329,
219z,3-5,1,8331,
219z,3-5,1,8332,
219z,3-5,1,8344,
219z,3-5,1,9111,12.0
219z,3-5,1,9119,
219z,3-5,1,9320,
219z,3-5,1,9332,
219z,3-5,1,9412,17.0
219z,3-5,1,9413,
219z,3-5,1,9621,
219z,3-5,1,9622,
219z,3-5,1,9629,6.0
219z,6-10,0,0310,
219z,6-10,0,1120,
219z,6-10,0,1211,
219z,6-10,0,1212,
219z,6-10,0,1221,
219z,6-10,0,1222,
219z,6-10,0,1242,
219z,6-10,0,1251,
219z,6-10,0,1252,
219z,6-10,0,1292,
219z,6-10,0,1322,
219z,6-10,0,1342,
219z,6-10,0,1362,
219z,6-10,0,1412,
219z,6-10,0,1592,
219z,6-10,0,1712,
219z,6-10,0,1722,
219z,6-10,0,1731,
219z,6-10,0,1732,
219z,6-10,0,2141,
219z,6-10,0,2143,
219z,6-10,0,2161,12.0
219z,6-10,0,2163,
219z,6-10,0,2171,5.0
219z,6-10,0,2172,27.0
219z,6-10,0,2173,13.0
219z,6-10,0,2179,17.0
219z,6-10,0,2273,
219z,6-10,0,2311,
219z,6-10,0,2312,
219z,6-10,0,2319,
219z,6-10,0,2330,7.0
219z,6-10,0,2341,17.0
219z,6-10,0,2342,5.0
219z,6-10,0,2343,
219z,6-10,0,2351,
219z,6-10,0,2352,
219z,6-10,0,2359,12.0
219z,6-10,0,2412,
219z,6-10,0,2413,
219z,6-10,0,2421,9.0
219z,6-10,0,2422,11.0
219z,6-10,0,2423,
219z,6-10,0,2431,19.0
219z,6-10,0,2432,21.0
219z,6-10,0,2512,19.0
219z,6-10,0,2513,6.0
219z,6-10,0,2514,
219z,6-10,0,2515,
219z,6-10,0,2519,
219z,6-10,0,2621,5.0
219z,6-10,0,2622,
219z,6-10,0,2641,
219z,6-10,0,2642,6.0
219z,6-10,0,2643,
219z,6-10,0,2651,
219z,6-10,0,2652,12.0
219z,6-10,0,2653,6.0
219z,6-10,0,2654,25.0
219z,6-10,0,2655,16.0
219z,6-10,0,3112,
219z,6-10,0,3113,
219z,6-10,0,3114,
219z,6-10,0,3122,
219z,6-10,0,3312,
219z,6-10,0,3313,
