age_group,expband,q_t,q_t1,same_code,enters_mgr,n,year
50+,3-5,3,2,0,0,104.0,2022
50+,3-5,3,3,0,0,148.0,2022
50+,3-5,3,3,0,1,32.0,2022
50+,3-5,3,3,1,0,4029.0,2022
50+,3-5,3,4,0,0,176.0,2022
50+,3-5,3,4,0,1,7.0,2022
50+,3-5,4,0,0,1,,2022
50+,3-5,4,1,0,0,9.0,2022
50+,3-5,4,2,0,0,60.0,2022
50+,3-5,4,2,0,1,,2022
50+,3-5,4,3,0,0,111.0,2022
50+,3-5,4,3,0,1,23.0,2022
50+,3-5,4,4,0,0,219.0,2022
50+,3-5,4,4,0,1,18.0,2022
50+,3-5,4,4,1,0,3949.0,2022
50+,6-10,1,1,0,0,200.0,2022
50+,6-10,1,1,1,0,4107.0,2022
50+,6-10,1,2,0,0,257.0,2022
50+,6-10,1,2,0,1,,2022
50+,6-10,1,3,0,0,50.0,2022
50+,6-10,1,3,0,1,,2022
50+,6-10,1,4,0,0,38.0,2022
50+,6-10,2,1,0,0,186.0,2022
50+,6-10,2,2,0,0,909.0,2022
50+,6-10,2,2,0,1,,2022
50+,6-10,2,2,1,0,13923.0,2022
50+,6-10,2,3,0,0,146.0,2022
50+,6-10,2,3,0,1,63.0,2022
50+,6-10,2,4,0,0,132.0,2022
50+,6-10,2,4,0,1,6.0,2022
50+,6-10,3,1,0,0,44.0,2022
50+,6-10,3,2,0,0,217.0,2022
50+,6-10,3,3,0,0,347.0,2022
50+,6-10,3,3,0,1,65.0,2022
50+,6-10,3,3,1,0,9637.0,2022
50+,6-10,3,4,0,0,355.0,2022
50+,6-10,3,4,0,1,9.0,2022
50+,6-10,4,1,0,0,24.0,2022
50+,6-10,4,2,0,0,112.0,2022
50+,6-10,4,2,0,1,,2022
50+,6-10,4,3,0,0,285.0,2022
50+,6-10,4,3,0,1,64.0,2022
50+,6-10,4,4,0,0,512.0,2022
50+,6-10,4,4,0,1,53.0,2022
50+,6-10,4,4,1,0,10061.0,2022
50+,na,0,0,1,0,,2022
50+,na,1,1,0,0,2319.0,2022
50+,na,1,1,0,1,,2022
50+,na,1,1,1,0,61716.0,2022
50+,na,1,2,0,0,1613.0,2022
50+,na,1,2,0,1,14.0,2022
50+,na,1,3,0,0,298.0,2022
50+,na,1,3,0,1,46.0,2022
50+,na,1,4,0,0,149.0,2022
50+,na,1,4,0,1,7.0,2022
50+,na,2,1,0,0,1169.0,2022
50+,na,2,1,0,1,,2022
50+,na,2,2,0,0,2043.0,2022
50+,na,2,2,0,1,29.0,2022
50+,na,2,2,1,0,50981.0,2022
50+,na,2,3,0,0,406.0,2022
50+,na,2,3,0,1,69.0,2022
50+,na,2,4,0,0,248.0,2022
50+,na,2,4,0,1,16.0,2022
50+,na,3,1,0,0,248.0,2022
50+,na,3,2,0,0,459.0,2022
50+,na,3,2,0,1,17.0,2022
50+,na,3,3,0,0,728.0,2022
50+,na,3,3,0,1,104.0,2022
50+,na,3,3,1,0,21238.0,2022
50+,na,3,4,0,0,494.0,2022
50+,na,3,4,0,1,23.0,2022
50+,na,4,1,0,0,124.0,2022
50+,na,4,2,0,0,252.0,2022
50+,na,4,2,0,1,9.0,2022
50+,na,4,3,0,0,422.0,2022
50+,na,4,3,0,1,89.0,2022
50+,na,4,4,0,0,992.0,2022
50+,na,4,4,0,1,59.0,2022
50+,na,4,4,1,0,16984.0,2022
